Indicator	Country	Region	RegionName	FB	NonFBCompValue	Diff	country_mean_DIFF	quartile
lengthStay	DEU	DEB	Rhineland-Palatinate	23.60785675	76.39214325	52.7842865	40.36335754	4
lengthStay	DEU	DEC	Saarland	22.23533058	77.76467133	55.52934074	40.36335754	4
lengthStay	DEU	DED	Saxony	41.89192581	58.10807419	16.21614838	40.36335754	2
lengthStay	DEU	DEE	Saxony-Anhalt	37.41659546	62.58340454	25.16680908	40.36335754	2
lengthStay	DEU	DEF	Schleswig-Holstein	24.57868958	75.42131042	50.84262085	40.36335754	4
lengthStay	DEU	DEG	Thuringia	40.25672531	59.74327469	19.48654938	40.36335754	2
PartRate	DEU	DE1	Baden-Württemberg 	78.30736542	79.621521	1.314154863	7.145692348	2
PartRate	DEU	DE2	Bavaria	78.92381287	80.31301117	1.389202476	7.145692348	2
PartRate	DEU	DE3	Berlin	70.46382904	78.30718994	7.843356133	7.145692348	4
PartRate	DEU	DE4	Brandenburg	68.39620972	80.60935211	12.21314144	7.145692348	4
PartRate	DEU	DE5	Bremen 	66.69332123	74.62985992	7.93653965	7.145692348	4
PartRate	DEU	DE6	Hamburg	73.38140106	80.37979889	6.998395443	7.145692348	4
PartRate	DEU	DE7	Hesse	73.3007431	77.71601105	4.415270805	7.145692348	3
PartRate	DEU	DE8	Mecklenburg-Vorpommern	67.53978729	78.78060913	11.24081802	7.145692348	4
PartRate	DEU	DE9	Lower Saxony 	73.85118866	77.56332397	3.712142706	7.145692348	3
PartRate	DEU	DEA	North Rhine-Westphalia	71.34513092	75.59751892	4.252391338	7.145692348	3
PartRate	DEU	DEB	Rhineland-Palatinate	74.6841507	77.631073	2.946922541	7.145692348	3
PartRate	DEU	DEC	Saarland	71.35268402	75.40882111	4.056136131	7.145692348	3
PartRate	DEU	DED	Saxony	68.88115692	81.29122925	12.41007137	7.145692348	4
PartRate	DEU	DEE	Saxony-Anhalt	68.99085999	80.62761688	11.63675594	7.145692348	4
PartRate	DEU	DEF	Schleswig-Holstein	73.15996552	78.54959869	5.389635563	7.145692348	3
PartRate	DEU	DEG	Thuringia	63.83192062	80.40805817	16.57613945	7.145692348	4
Unemp	DEU	DE1	Baden-Württemberg 	5.223469734	2.629907846	2.593561888	5.167660236	2
Unemp	DEU	DE2	Bavaria	5.142049313	2.428487539	2.713561773	5.167660236	2
Unemp	DEU	DE3	Berlin	16.26369667	8.061022758	8.202673912	5.167660236	4
Unemp	DEU	DE4	Brandenburg	12.19152641	6.049869061	6.141657352	5.167660236	3
Unemp	DEU	DE5	Bremen 	9.908611298	5.115858555	4.792752743	5.167660236	3
Unemp	DEU	DE6	Hamburg	7.906270981	3.768375874	4.137895107	5.167660236	2
Unemp	DEU	DE7	Hesse	6.436085224	3.701949835	2.734135389	5.167660236	2
Unemp	DEU	DE8	Mecklenburg-Vorpommern		8.62210083		5.167660236	
Unemp	DEU	DE9	Lower Saxony 	7.348736286	4.075456619	3.273279667	5.167660236	2
Unemp	DEU	DEA	North Rhine-Westphalia	9.078770638	4.6574893	4.421281338	5.167660236	3
Unemp	DEU	DEB	Rhineland-Palatinate	6.581843853	3.336733818	3.245110035	5.167660236	2
Unemp	DEU	DEC	Saarland	10.4122982	5.090007782	5.322290421	5.167660236	3
Unemp	DEU	DED	Saxony	18.85974693	6.388188362	12.47155857	5.167660236	4
Unemp	DEU	DEE	Saxony-Anhalt	15.37707424	8.243606567	7.133467674	5.167660236	3
Unemp	DEU	DEF	Schleswig-Holstein	9.078277588	3.91425848	5.164019108	5.167660236	3
Unemp	DEU	DEG	Thuringia		5.800019741		5.167660236	
eduattain	DEU	DE1	Baden-Württemberg 	21.59928299	32.69644008	11.09715708	4.515434742	4
eduattain	DEU	DE2	Bavaria	25.82088117	29.83137656	4.010495389	4.515434742	3
eduattain	DEU	DE3	Berlin	30.9177567	36.96041808	6.042661384	4.515434742	4
eduattain	DEU	DE4	Brandenburg	29.53903157	28.79770686	-0.741324712	4.515434742	2
eduattain	DEU	DE5	Bremen 	19.45276328	28.7480696	9.295306318	4.515434742	4
eduattain	DEU	DE6	Hamburg	23.05906988	33.39666063	10.33759075	4.515434742	4
eduattain	DEU	DE7	Hesse	22.84345685	32.09015218	9.246695331	4.515434742	4
eduattain	DEU	DE8	Mecklenburg-Vorpommern	25.1989888	24.77468633	-0.424302473	4.515434742	3
eduattain	DEU	DE9	Lower Saxony 	17.93101698	24.09201328	6.1609963	4.515434742	4
eduattain	DEU	DEA	North Rhine-Westphalia	17.25895024	25.93170567	8.672755431	4.515434742	4
eduattain	DEU	DEB	Rhineland-Palatinate	19.36688826	27.20526838	7.838380121	4.515434742	4
eduattain	DEU	DEC	Saarland	17.63284411	21.773167	4.140322893	4.515434742	3
eduattain	DEU	DED	Saxony	34.65919493	31.54196658	-3.117228353	4.515434742	2
eduattain	DEU	DEE	Saxony-Anhalt	27.56009419	24.72827178	-2.83182241	4.515434742	2
eduattain	DEU	DEF	Schleswig-Holstein	22.94285119	24.56977961	1.626928419	4.515434742	3
eduattain	DEU	DEG	Thuringia	28.15612556	29.04847053	0.892344963	4.515434742	3
overQualRate	DEU	DE1	Baden-Württemberg 	7.492500782	4.442657948	3.049842834	3.781587601	3
overQualRate	DEU	DE2	Bavaria	8.63457489	4.701817036	3.744057417	3.781587601	3
overQualRate	DEU	DE3	Berlin	9.284008026	5.844134808	3.43987298	3.781587601	3
overQualRate	DEU	DE4	Brandenburg	13.79649258	6.112545013	7.68394804	3.781587601	4
overQualRate	DEU	DE5	Bremen 	8.558521271	4.19416523	4.364355564	3.781587601	3
overQualRate	DEU	DE6	Hamburg	9.253245354	4.829815388	4.423429966	3.781587601	3
overQualRate	DEU	DE7	Hesse	8.021351814	4.94006443	3.081287861	3.781587601	3
overQualRate	DEU	DE8	Mecklenburg-Vorpommern		5.815285206		3.781587601	
overQualRate	DEU	DE9	Lower Saxony 	7.353234768	4.080308914	3.272925615	3.781587601	3
overQualRate	DEU	DEA	North Rhine-Westphalia	6.391008854	4.223338127	2.167670488	3.781587601	2
overQualRate	DEU	DEB	Rhineland-Palatinate	7.083724976	4.663644791	2.492878675	3.781587601	3
overQualRate	DEU	DEC	Saarland		3.014096498		3.781587601	
overQualRate	DEU	DED	Saxony		6.264553547		3.781587601	
overQualRate	DEU	DEE	Saxony-Anhalt		4.955938339		3.781587601	
overQualRate	DEU	DEF	Schleswig-Holstein	7.523251057	3.646057606	3.877193451	3.781587601	3
overQualRate	DEU	DEG	Thuringia		5.67025423		3.781587601	
ShareMig	DNK	DK01	Capital (DK)	14.48638471	6.081740379		6.081740379	4
ShareMig	DNK	DK02	Zealand	7.368665401	6.081740379		6.081740379	2
ShareMig	DNK	DK03	Southern Denmark	9.019638881	6.081740379		6.081740379	3
ShareMig	DNK	DK04	Central Jutland	8.665212552	6.081740379		6.081740379	3
ShareMig	DNK	DK05	Northern Jutland	7.349095994	6.081740379		6.081740379	2
ChangeShareMig	DNK	DK01	Capital (DK)	3.295664787	3.295664787		6.081740379	3
ChangeShareMig	DNK	DK02	Zealand	2.127970695	2.127970695		6.081740379	3
ChangeShareMig	DNK	DK03	Southern Denmark	2.789159298	2.789159298		6.081740379	3
ChangeShareMig	DNK	DK04	Central Jutland	2.739135742	2.739135742		6.081740379	3
ChangeShareMig	DNK	DK05	Northern Jutland	2.976475239	2.976475239		6.081740379	3
lengthStay	DNK	DK01	Capital (DK)	54.20889196	45.79110804	-8.417783927	-0.550820768	1
lengthStay	DNK	DK02	Zealand	45.72813411	54.27186589	8.543731778	-0.550820768	1
lengthStay	DNK	DK03	Southern Denmark	47.34448334	52.65551666	5.311033321	-0.550820768	1
lengthStay	DNK	DK04	Central Jutland	51.2492541	48.7507459	-2.498508195	-0.550820768	1
lengthStay	DNK	DK05	Northern Jutland	52.84628843	47.15371157	-5.692576867	-0.550820768	1
PartRate	DNK	DK01	Capital (DK)	76.32894404	81.54163429	5.212690259	7.405698776	3
PartRate	DNK	DK02	Zealand	69.16310464	78.10222933	8.939124687	7.405698776	4
PartRate	DNK	DK03	Southern Denmark	69.9300117	77.58370784	7.653696141	7.405698776	4
PartRate	DNK	DK04	Central Jutland	68.75610358	78.7673134	10.01120981	7.405698776	4
PartRate	DNK	DK05	Northern Jutland	72.43179584	77.64356825	5.211772416	7.405698776	3
Unemp	DNK	DK01	Capital (DK)	12.27206725	5.930775817	6.341291438	6.422221184	3
Unemp	DNK	DK02	Zealand	12.17576781	5.678045736	6.497722072	6.422221184	3
Unemp	DNK	DK03	Southern Denmark	13.09091499	5.693027532	7.397887456	6.422221184	3
Unemp	DNK	DK04	Central Jutland	11.73028858	5.313509566	6.416779012	6.422221184	3
Unemp	DNK	DK05	Northern Jutland	11.47550295	6.01807812	5.457424826	6.422221184	3
eduattain	DNK	DK01	Capital (DK)	47.37708566	44.88090501	-2.496180651	-5.42772007	2
eduattain	DNK	DK02	Zealand	35.25058031	27.14351856	-8.107061755	-5.42772007	2
eduattain	DNK	DK03	Southern Denmark	32.32854919	27.87285919	-4.455690007	-5.42772007	2
eduattain	DNK	DK04	Central Jutland	34.52580514	31.00638903	-3.519416114	-5.42772007	2
eduattain	DNK	DK05	Northern Jutland	34.33400164	25.77374935	-8.560252294	-5.42772007	1
overQualRate	DNK	DK01	Capital (DK)	14.73778073	5.580173882	9.157606848	8.848763466	4
overQualRate	DNK	DK02	Zealand	13.35176135	3.227123573	10.12463777	8.848763466	4
overQualRate	DNK	DK03	Southern Denmark	11.55667947	3.798132281	7.758547189	8.848763466	4
overQualRate	DNK	DK04	Central Jutland	11.50407364	4.048766416	7.455307227	8.848763466	4
overQualRate	DNK	DK05	Northern Jutland	13.63600102	3.888282264	9.747718757	8.848763466	4
ShareMig	ESP	ES11	Galicia	6.766462374	7.213990688		7.213990688	2
ShareMig	ESP	ES12	Asturias	5.845099865	7.213990688		7.213990688	2
ShareMig	ESP	ES13	Cantabria	7.089272521	7.213990688		7.213990688	2
ShareMig	ESP	ES21	Basque Country	6.554709486	7.213990688		7.213990688	2
ShareMig	ESP	ES22	Navarra	10.53979184	7.213990688		7.213990688	3
ShareMig	ESP	ES23	La Rioja	12.83092453	7.213990688		7.213990688	3
ShareMig	ESP	ES24	Aragon	12.55516398	7.213990688		7.213990688	3
ShareMig	ESP	ES30	Madrid	14.39696931	7.213990688		7.213990688	4
ShareMig	ESP	ES41	Castile and León	7.163752623	7.213990688		7.213990688	2
ShareMig	ESP	ES42	Castile-La Mancha	9.688577669	7.213990688		7.213990688	3
ShareMig	ESP	ES43	Extremadura	3.759500245	7.213990688		7.213990688	2
ShareMig	ESP	ES51	Catalonia	14.12661168	7.213990688		7.213990688	4
ShareMig	ESP	ES52	Valencia	14.72280966	7.213990688		7.213990688	4
ShareMig	ESP	ES53	Balearic Islands	21.55380601	7.213990688		7.213990688	4
ShareMig	ESP	ES61	Andalusia	8.859091326	7.213990688		7.213990688	3
ShareMig	ESP	ES62	Murcia	14.36167469	7.213990688		7.213990688	4
ShareMig	ESP	ES70	Canary Islands	16.1694522	7.213990688		7.213990688	4
ChangeShareMig	ESP	ES11	Galicia	1.685266972	1.685266972		7.213990688	2
ChangeShareMig	ESP	ES12	Asturias	2.6099751	2.6099751		7.213990688	3
ChangeShareMig	ESP	ES13	Cantabria	3.975604534	3.975604534		7.213990688	4
ChangeShareMig	ESP	ES21	Basque Country	2.603631496	2.603631496		7.213990688	3
ChangeShareMig	ESP	ES22	Navarra	3.034999847	3.034999847		7.213990688	3
ChangeShareMig	ESP	ES23	La Rioja	2.800688744	2.800688744		7.213990688	3
ChangeShareMig	ESP	ES24	Aragon	5.981764793	5.981764793		7.213990688	4
ChangeShareMig	ESP	ES30	Madrid	1.581136703	1.581136703		7.213990688	2
ChangeShareMig	ESP	ES41	Castile and León	3.275298595	3.275298595		7.213990688	3
ChangeShareMig	ESP	ES42	Castile-La Mancha	4.580954075	4.580954075		7.213990688	4
ChangeShareMig	ESP	ES43	Extremadura	2.017788887	2.017788887		7.213990688	3
ChangeShareMig	ESP	ES51	Catalonia	3.374945641	3.374945641		7.213990688	3
ChangeShareMig	ESP	ES52	Valencia	2.916980743	2.916980743		7.213990688	3
ChangeShareMig	ESP	ES53	Balearic Islands	6.327169418	6.327169418		7.213990688	4
ChangeShareMig	ESP	ES61	Andalusia	3.485949516	3.485949516		7.213990688	3
ChangeShareMig	ESP	ES62	Murcia	3.339156151	3.339156151		7.213990688	3
ChangeShareMig	ESP	ES70	Canary Islands	4.700706482	4.700706482		7.213990688	4
lengthStay	ESP	ES11	Galicia	30.77036936	69.22963064	38.45926128	19.83848953	3
lengthStay	ESP	ES12	Asturias	40.57818395	59.42181605	18.84363209	19.83848953	2
lengthStay	ESP	ES13	Cantabria	50.09491619	49.90508381	-0.189832382	19.83848953	1
lengthStay	ESP	ES21	Basque Country	52.94856104	47.05143896	-5.897122083	19.83848953	1
lengthStay	ESP	ES22	Navarra	42.19648799	57.80351201	15.60702403	19.83848953	2
lengthStay	ESP	ES23	La Rioja	38.42576557	61.57423443	23.14846885	19.83848953	2
lengthStay	ESP	ES24	Aragon	44.82728539	55.17271461	10.34542922	19.83848953	1
lengthStay	ESP	ES30	Madrid	41.12007234	58.87992766	17.75985532	19.83848953	2
lengthStay	ESP	ES41	Castile and León	43.51272808	56.48727192	12.97454384	19.83848953	2
lengthStay	ESP	ES42	Castile-La Mancha	40.98472512	59.01527487	18.03054975	19.83848953	2
lengthStay	ESP	ES43	Extremadura	37.16300435	62.83699565	25.6739913	19.83848953	2
lengthStay	ESP	ES51	Catalonia	40.93893803	59.06106197	18.12212394	19.83848953	2
lengthStay	ESP	ES52	Valencia	34.91087643	65.08912357	30.17824713	19.83848953	3
lengthStay	ESP	ES53	Balearic Islands	33.4418506	66.55814939	33.11629879	19.83848953	3
lengthStay	ESP	ES61	Andalusia	39.24898811	60.75101189	21.50202379	19.83848953	2
lengthStay	ESP	ES62	Murcia	31.77952081	68.22047919	36.44095838	19.83848953	3
lengthStay	ESP	ES70	Canary Islands	38.43056047	61.56943953	23.13887906	19.83848953	2
PartRate	ESP	ES11	Galicia	76.28954356	71.45983051	-4.829713052	-4.673204899	1
PartRate	ESP	ES12	Asturias	77.73807398	67.79723291	-9.94084107	-4.673204899	1
PartRate	ESP	ES13	Cantabria	75.36653953	71.17600779	-4.19053174	-4.673204899	1
PartRate	ESP	ES21	Basque Country	80.55641259	73.26351145	-7.292901136	-4.673204899	1
PartRate	ESP	ES22	Navarra	77.97303138	73.87560486	-4.097426521	-4.673204899	1
PartRate	ESP	ES23	La Rioja	78.07134882	75.82620387	-2.24514495	-4.673204899	2
PartRate	ESP	ES24	Aragon	80.5558643	74.45650109	-6.099363208	-4.673204899	1
PartRate	ESP	ES30	Madrid	82.83429716	77.1384422	-5.695854965	-4.673204899	1
PartRate	ESP	ES41	Castile and León	76.4459949	72.80937756	-3.636617344	-4.673204899	1
PartRate	ESP	ES42	Castile-La Mancha	78.99042419	71.91488045	-7.075543739	-4.673204899	1
PartRate	ESP	ES43	Extremadura	70.35168897	69.76522422	-0.586464747	-4.673204899	2
PartRate	ESP	ES51	Catalonia	78.80244524	77.47113777	-1.331307468	-4.673204899	2
PartRate	ESP	ES52	Valencia	76.41850128	73.34351468	-3.074986592	-4.673204899	2
PartRate	ESP	ES53	Balearic Islands	79.08482256	77.2048847	-1.879937859	-4.673204899	2
PartRate	ESP	ES61	Andalusia	77.23212728	70.56646403	-6.665663248	-4.673204899	1
PartRate	ESP	ES62	Murcia	75.00020946	71.74676135	-3.253448108	-4.673204899	2
PartRate	ESP	ES70	Canary Islands	78.98732077	71.43858414	-7.548736627	-4.673204899	1
Unemp	ESP	ES11	Galicia	28.67360241	19.71000342	8.96359899	12.21217537	4
Unemp	ESP	ES12	Asturias	30.40718682	19.23204624	11.17514057	12.21217537	4
Unemp	ESP	ES13	Cantabria	32.91807447	17.01944591	15.89862856	12.21217537	4
Unemp	ESP	ES21	Basque Country	31.65088723	13.80285019	17.84803704	12.21217537	4
Unemp	ESP	ES22	Navarra	31.66348407	11.59602229	20.06746179	12.21217537	4
Unemp	ESP	ES23	La Rioja	31.36390567	13.84699737	17.51690829	12.21217537	4
Unemp	ESP	ES24	Aragon	34.1756791	14.68125846	19.49442063	12.21217537	4
Unemp	ESP	ES30	Madrid	27.15333422	15.55146929	11.60186493	12.21217537	4
Unemp	ESP	ES41	Castile and León	30.79860153	18.30079349	12.49780804	12.21217537	4
Unemp	ESP	ES42	Castile-La Mancha	38.65873747	25.89413639	12.76460108	12.21217537	4
Unemp	ESP	ES43	Extremadura	43.75578023	28.82598381	14.92979642	12.21217537	4
Unemp	ESP	ES51	Catalonia	31.80732267	16.59431988	15.21300279	12.21217537	4
Unemp	ESP	ES52	Valencia	33.3608219	22.20575417	11.15506773	12.21217537	4
Unemp	ESP	ES53	Balearic Islands	24.91915328	16.37025093	8.548902344	12.21217537	4
Unemp	ESP	ES61	Andalusia	35.9705712	32.9278752	3.042696002	12.21217537	2
Unemp	ESP	ES62	Murcia	31.60231742	24.1685088	7.433808615	12.21217537	3
Unemp	ESP	ES70	Canary Islands	30.48451408	31.02926944	-0.544755358	12.21217537	1
eduattain	ESP	ES11	Galicia	26.73065371	33.2333712	6.502717497	11.24269295	4
eduattain	ESP	ES12	Asturias	22.30131751	38.95503854	16.65372103	11.24269295	4
eduattain	ESP	ES13	Cantabria	25.47662067	37.60944894	12.13282828	11.24269295	4
eduattain	ESP	ES21	Basque Country	24.84166634	48.47403514	23.6323688	11.24269295	4
eduattain	ESP	ES22	Navarra	24.50170156	44.08820934	19.58650778	11.24269295	4
eduattain	ESP	ES23	La Rioja	19.97450169	39.22958334	19.25508165	11.24269295	4
eduattain	ESP	ES24	Aragon	20.61966867	36.48913032	15.86946165	11.24269295	4
eduattain	ESP	ES30	Madrid	32.86504439	48.34062535	15.47558097	11.24269295	4
eduattain	ESP	ES41	Castile and León	22.31535349	33.86162285	11.54626936	11.24269295	4
eduattain	ESP	ES42	Castile-La Mancha	15.92816925	27.20992729	11.28175804	11.24269295	4
eduattain	ESP	ES43	Extremadura	19.95686924	25.13300969	5.176140444	11.24269295	3
eduattain	ESP	ES51	Catalonia	25.40588628	37.9286573	12.52277101	11.24269295	4
eduattain	ESP	ES52	Valencia	25.42283785	31.07881227	5.655974425	11.24269295	3
eduattain	ESP	ES53	Balearic Islands	26.70381461	24.77451716	-1.929297454	11.24269295	2
eduattain	ESP	ES61	Andalusia	23.09378486	26.26294992	3.169165063	11.24269295	3
eduattain	ESP	ES62	Murcia	12.57630029	28.47549944	15.89919915	11.24269295	4
eduattain	ESP	ES70	Canary Islands	25.8864926	24.5820175	-1.304475097	11.24269295	2
overQualRate	ESP	ES11	Galicia	12.49458389	16.16959376	-3.675009864	-1.624008775	1
overQualRate	ESP	ES12	Asturias	13.4708406	20.07455387	-6.603713277	-1.624008775	1
overQualRate	ESP	ES13	Cantabria	16.09694413	20.14791443	-4.050970307	-1.624008775	1
overQualRate	ESP	ES21	Basque Country	17.12097836	23.01747613	-5.896497771	-1.624008775	1
overQualRate	ESP	ES22	Navarra	17.8915494	22.07742086	-4.185871462	-1.624008775	1
overQualRate	ESP	ES23	La Rioja	15.45977011	18.35806027	-2.89829016	-1.624008775	1
overQualRate	ESP	ES24	Aragon	14.26137506	16.10833722	-1.846962169	-1.624008775	2
overQualRate	ESP	ES30	Madrid	15.15234739	13.03394512	2.118402262	-1.624008775	2
overQualRate	ESP	ES41	Castile and León	14.81121901	16.8643989	-2.053179893	-1.624008775	1
overQualRate	ESP	ES42	Castile-La Mancha	11.28471715	13.0732484	-1.788531241	-1.624008775	2
overQualRate	ESP	ES43	Extremadura	11.21238368	13.80471064	-2.592326963	-1.624008775	1
overQualRate	ESP	ES51	Catalonia	15.62421581	17.18757884	-1.56336303	-1.624008775	2
overQualRate	ESP	ES52	Valencia	17.27314598	14.67396317	2.599182806	-1.624008775	3
overQualRate	ESP	ES53	Balearic Islands	17.59012675	11.61154245	5.978584294	-1.624008775	3
overQualRate	ESP	ES61	Andalusia	14.03815153	13.36595672	0.672194813	-1.624008775	2
overQualRate	ESP	ES62	Murcia	8.800717863	14.41199217	-5.611274307	-1.624008775	1
overQualRate	ESP	ES70	Canary Islands	17.97678583	14.18730828	3.789477555	-1.624008775	3
ShareMig	EST	EE00	Estonia	13.00353461	13.00353432		13.00353432	3
ChangeShareMig	EST	EE00	Estonia					
lengthStay	EST	EE00	Estonia	7.194463533	92.80553647	85.61107293	85.61107635	4
PartRate	EST	EE00	Estonia	75.54240083	76.00735379	0.46495296	0.464952946	2
Unemp	EST	EE00	Estonia	8.544106252	6.703849653	1.840256599	1.840256572	2
eduattain	EST	EE00	Estonia	41.90473139	34.72377254	-7.180958849	-7.180958748	2
overQualRate	EST	EE00	Estonia	18.17501644	8.946007818	9.229008618	9.229008675	4
ShareMig	FIN	FI19	Western Finland	3.082450902	3.46279788		3.46279788	1
ShareMig	FIN	FI1B	Helsinki-Uusimaa	7.396035838	3.46279788		3.46279788	2
ShareMig	FIN	FI1C	Southern Finland	3.824531952	3.46279788		3.46279788	2
ShareMig	FIN	FI1D	Eastern and Northern Finland	2.09604905	3.46279788		3.46279788	1
ShareMig	FIN	FI20	Åland	12.59881341	3.46279788		3.46279788	3
ChangeShareMig	FIN	FI19	Western Finland	0.777072906	0.777072906		3.46279788	2
ChangeShareMig	FIN	FI1B	Helsinki-Uusimaa					
ChangeShareMig	FIN	FI1C	Southern Finland	-0.875380039	-0.875380039		3.46279788	1
ChangeShareMig	FIN	FI1D	Eastern and Northern Finland	0.335757017	0.335757017		3.46279788	2
ChangeShareMig	FIN	FI20	Åland	1.929849625	1.929849625		3.46279788	3
lengthStay	FIN	FI19	Western Finland	45.5095656	54.4904344	8.9808688	8.165834427	1
lengthStay	FIN	FI1B	Helsinki-Uusimaa	48.21704639	51.78295361	3.565907227	8.165834427	1
lengthStay	FIN	FI1C	Southern Finland	46.07774634	53.92225366	7.844507325	8.165834427	1
lengthStay	FIN	FI1D	Eastern and Northern Finland	43.86397322	56.13602678	12.27205356	8.165834427	2
lengthStay	FIN	FI20	Åland					
PartRate	FIN	FI19	Western Finland	72.59361913	75.43966181	2.84604268	3.066238403	3
PartRate	FIN	FI1B	Helsinki-Uusimaa	74.33747365	79.52008615	5.182612498	3.066238403	3
PartRate	FIN	FI1C	Southern Finland	68.62844194	74.18199476	5.553552819	3.066238403	3
PartRate	FIN	FI1D	Eastern and Northern Finland	68.10475708	72.85135158	4.746594494	3.066238403	3
PartRate	FIN	FI20	Åland	88.04715186	85.04954175	-2.997610107	3.066238403	2
Unemp	FIN	FI19	Western Finland	16.06049517	9.196810253	6.863684916	9.317533493	3
Unemp	FIN	FI1B	Helsinki-Uusimaa	15.54489172	7.018486334	8.526405382	9.317533493	4
Unemp	FIN	FI1C	Southern Finland	22.57788758	9.199931555	13.37795602	9.317533493	4
Unemp	FIN	FI1D	Eastern and Northern Finland	18.66337863	10.16128935	8.502089277	9.317533493	4
Unemp	FIN	FI20	Åland					
eduattain	FIN	FI19	Western Finland	28.19560822	36.97985943	8.784251211	10.17000866	4
eduattain	FIN	FI1B	Helsinki-Uusimaa	31.49158888	49.57074294	18.07915407	10.17000866	4
eduattain	FIN	FI1C	Southern Finland	27.12397344	35.9145232	8.790549755	10.17000866	4
eduattain	FIN	FI1D	Eastern and Northern Finland	28.98462955	34.01071046	5.026080915	10.17000866	3
eduattain	FIN	FI20	Åland		28.78248932		10.17000866	
overQualRate	FIN	FI19	Western Finland		9.076365663		4.522362709	
overQualRate	FIN	FI1B	Helsinki-Uusimaa	10.98486353	6.395657521	4.589206007	4.522362709	3
overQualRate	FIN	FI1C	Southern Finland	12.36498496	7.909465712	4.455519245	4.522362709	3
overQualRate	FIN	FI1D	Eastern and Northern Finland		8.769202773		4.522362709	
overQualRate	FIN	FI20	Åland					
ShareMig	FRA	FR10	Île-de-France	20.94815353	4.641306877		4.641306877	4
ShareMig	FRA	FR21	Champagne-Ardenne	6.783208993	4.641306877		4.641306877	2
ShareMig	FRA	FR22	Picardy	7.132515547	4.641306877		4.641306877	2
ShareMig	FRA	FR23	Upper Normandy	6.922876078	4.641306877		4.641306877	2
ShareMig	FRA	FR24	Centre-Val de Loire	8.13068302	4.641306877		4.641306877	3
ShareMig	FRA	FR25	Lower Normandy 	3.304752554	4.641306877		4.641306877	1
ShareMig	FRA	FR26	Burgundy	7.759066938	4.641306877		4.641306877	3
ShareMig	FRA	FR30	Nord-Pas-de-Calais	5.208869049	4.641306877		4.641306877	2
ShareMig	FRA	FR41	Lorraine	10.64838249	4.641306877		4.641306877	3
ShareMig	FRA	FR42	Alsace 	12.97499468	4.641306877		4.641306877	3
ShareMig	FRA	FR43	Franche-Comté	8.003019801	4.641306877		4.641306877	3
ShareMig	FRA	FR51	Pays de la Loire	4.329856261	4.641306877		4.641306877	2
ShareMig	FRA	FR52	Brittany	4.098978397	4.641306877		4.641306877	2
ShareMig	FRA	FR53	Poitou-Charentes	5.786459804	4.641306877		4.641306877	2
ShareMig	FRA	FR61	Aquitaine	11.2814906	4.641306877		4.641306877	3
ShareMig	FRA	FR62	Midi-Pyrénées	11.04517213	4.641306877		4.641306877	3
ShareMig	FRA	FR63	Limousin	7.378071703	4.641306877		4.641306877	2
ShareMig	FRA	FR71	Rhône-Alpes	11.90377622	4.641306877		4.641306877	3
ShareMig	FRA	FR72	Auvergne	5.814210504	4.641306877		4.641306877	2
ShareMig	FRA	FR81	Languedoc-Roussillon 	13.46046979	4.641306877		4.641306877	4
ShareMig	FRA	FR82	Provence-Alpes-Côte d'Azur	18.01217715	4.641306877		4.641306877	4
ShareMig	FRA	FR83	Corsica	9.581186647	4.641306877		4.641306877	3
ChangeShareMig	FRA	FR10	Île-de-France	1.050043106	1.050043106		4.641306877	2
ChangeShareMig	FRA	FR21	Champagne-Ardenne	-0.264538288	-0.264538288		4.641306877	1
ChangeShareMig	FRA	FR22	Picardy	1.645939827	1.645939827		4.641306877	2
ChangeShareMig	FRA	FR23	Upper Normandy	2.14778471	2.14778471		4.641306877	3
ChangeShareMig	FRA	FR24	Centre-Val de Loire	0.824709892	0.824709892		4.641306877	2
ChangeShareMig	FRA	FR25	Lower Normandy 	-0.470387936	-0.470387936		4.641306877	1
ChangeShareMig	FRA	FR26	Burgundy	0.798803329	0.798803329		4.641306877	2
ChangeShareMig	FRA	FR30	Nord-Pas-de-Calais	-0.309080601	-0.309080601		4.641306877	1
ChangeShareMig	FRA	FR41	Lorraine	1.136849403	1.136849403		4.641306877	2
ChangeShareMig	FRA	FR42	Alsace 	0.495602608	0.495602608		4.641306877	2
ChangeShareMig	FRA	FR43	Franche-Comté	0.077990532	0.077990532		4.641306877	1
ChangeShareMig	FRA	FR51	Pays de la Loire	0.774367332	0.774367332		4.641306877	2
ChangeShareMig	FRA	FR52	Brittany	0.589475155	0.589475155		4.641306877	2
ChangeShareMig	FRA	FR53	Poitou-Charentes	1.170635223	1.170635223		4.641306877	2
ChangeShareMig	FRA	FR61	Aquitaine	2.19378376	2.19378376		4.641306877	3
ChangeShareMig	FRA	FR62	Midi-Pyrénées	-0.044575691	-0.044575691		4.641306877	1
ChangeShareMig	FRA	FR63	Limousin	0.430571079	0.430571079		4.641306877	2
ChangeShareMig	FRA	FR71	Rhône-Alpes	0.14586544	0.14586544		4.641306877	1
ChangeShareMig	FRA	FR72	Auvergne	-1.141935825	-1.141935825		4.641306877	1
ChangeShareMig	FRA	FR81	Languedoc-Roussillon 	-1.285248756	-1.285248756		4.641306877	1
ChangeShareMig	FRA	FR82	Provence-Alpes-Côte d'Azur	0.544412613	0.544412613		4.641306877	2
ChangeShareMig	FRA	FR83	Corsica	-6.80194664	-6.80194664		4.641306877	1
